Sl. No,Name,Genre,Language,Price,Broadcaster,Image
1,& Flix,Movies,English,15,Zee Entertainment Enterprises Limited,"""Channellogo/logo/Flix.jpg"" "
2,& Flix HD,Movies,English,19,Zee Entertainment Enterprises Limited,"""Channellogo/logo/FlixHD.jpg"" "
3,& Picture,Movies,Hindi,10,Zee Entertainment Enterprises Limited,"""Channellogo/logo/Picture.jpg"" "
4,& Pictures HD,Movies,English/Hindi,19,Zee Entertainment Enterprises Limited,"""Channellogo/logo/PicturesHD.jpg"" "
5,& Prive HD,Movies,English,19,Zee Entertainment Enterprises Limited,"""Channellogo/logo/PriveHD.jpg"" "
6,& TV,GEC,Hindi,12,Zee Entertainment Enterprises Limited,"""Channellogo/logo/TV.jpg"" "
7,& TV HD,GEC,Hindi,19,Zee Entertainment Enterprises Limited,"""Channellogo/logo/TVHD.jpg"" "
8,24 Ghanta,News,Bangla,0.1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/24Ghanta.jpg"" "
9,Aaj Tak,News,Hindi,0.75,TV Today Network Ltd.,"""Channellogo/logo/AajTak.jpg"" "
10,AAJ Tak HD,News,Hindi,1.5,TV Today Network Ltd.,"""Channellogo/logo/AAJTakHD.jpg"" "
11,Aaj Tak Tez,News,Hindi,0.25,TV Today Network Ltd.,"""Channellogo/logo/AajTakTez.jpg"" "
12,AATH,GEC,Bangla,4,Sony Pictures Networks India Private Limited,"""Channellogo/logo/AATH.jpg"" "
13,Adithya TV,Movies,Tamil,9,SUN TV Network Limited,"""Channellogo/logo/AdithyaTV.jpg"" "
14,Alankar,Movies,Odia,4,Odisha Television Limited,"""Channellogo/logo/Alankar.jpg"" "
15,Animal Planet,Infotainment,English/Hindi,2,Discovery Communications India,"""Channellogo/logo/AnimalPlanet.jpg"" "
16,Animal Planet HD World,Infotainment,English/Hindi,3,Discovery Communications India,"""Channellogo/logo/AnimalPlanetHDWorld.jpg"" "
17,Asianet,GEC,Malayalam,19,STAR India Private Limited,"""Channellogo/logo/Asianet.jpg"" "
18,Asianet HD,GEC,Malayalam,19,STAR India Private Limited,"""Channellogo/logo/AsianetHD.jpg"" "
19,Asianet Movies,Movies,Malayalam,15,STAR India Private Limited,"""Channellogo/logo/AsianetMovies.jpg"" "
20,Asianet Plus,GEC,Malayalam,5,STAR India Private Limited,"""Channellogo/logo/AsianetPlus.jpg"" "
21,AXN,GEC,English,5,Sony Pictures Networks India Private Limited,"""Channellogo/logo/AXN.jpg"" "
22,AXN HD,GEC,English,7,Sony Pictures Networks India Private Limited,"""Channellogo/logo/AXNHD.jpg"" "
23,Baby TV HD,Kids,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/BabyTVHD.jpg"" "
24,BBC World News,News,English,1,BBC Global News India Private Limited,"""Channellogo/logo/BBCWorldNews.jpg"" "
25,Big Ganga,GEC,Bhojpuri,0.5,Zee Entertainment Enterprises Limited,"""Channellogo/logo/BigGanga.jpg"" "
26,Big Magic,GEC,Hindi,0.1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/BigMagic.jpg"" "
27,Cartoon Network,Kids,Hindi,4.25,Turner International Pvt Ltd.,"""Channellogo/logo/CartoonNetwork.jpg"" "
28,Cartoon Network HD+,Kids,Hindi,10,Turner International Pvt Ltd.,"""Channellogo/logo/CartoonNetworkHD.jpg"" "
29,Chintu TV,Kids,Kannada,6,SUN TV Network Limited,"""Channellogo/logo/ChintuTV.jpg"" "
30,Chutti TV,Kids,Tamil,6,SUN TV Network Limited,"""Channellogo/logo/ChitrapatMarathiEarlierPEARLSNEWSMADHYAPRADESHCHATITISGARHearlierPEARLSKANNADA.jpg"" "
31,Cineplex HD,Movies,Hindi,5,TV 18 Broadcast Ltd.,"""Channellogo/logo/CineplexHD.jpg"" "
32,CNBC Awaaz,News,Hindi,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/CNBCAwaaz.jpg"" "
33,CNBC Bajaar,News,Gujarati,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/CNBCBajaar.jpg"" "
34,CNBC TV 18,News,English,4,TV 18 Broadcast Ltd.,"""Channellogo/logo/CNBCTV18.jpg"" "
35,CNBC TV 18 Prime HD,News,English,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/CNBCTV18PrimeHD.jpg"" "
36,CNN International,News,English,0.5,Turner International Pvt Ltd.,"""Channellogo/logo/CNNInternational.jpg"" "
37,CNN News 18,News,English,0.5,TV 18 Broadcast Ltd.,"""Channellogo/logo/CNNNews18.jpg"" "
38,Colors,GEC,Hindi,19,TV 18 Broadcast Ltd.,"""Channellogo/logo/Colors.jpg"" "
39,Colors Bangla,GEC,Bangla,7,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsBangla.jpg"" "
40,Colors Bangla Cinema,Movies,Bangla,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsBangla.jpg"" "
41,Colors Bangla HD,GEC,Bangla,14,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsBanglaHD.jpg"" "
42,Colors Gujarati,GEC,Gujarati,5,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsGujarati.jpg"" "
43,Colors Gujarati Cinema,Movies,Gujarati,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsGujarati.jpg"" "
44,Colors HD,GEC,Hindi,19,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsHD.jpg"" "
45,Colors Infinity,GEC,English,7,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsInfinity.jpg"" "
46,Colors Infinity HD,GEC,English,9,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsInfinityHD.jpg"" "
47,Colors Kannada,GEC,Kannada,19,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsKannada.jpg"" "
48,Colors Kannada Cinema,Movies,Kannada,2,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsKannadaCinema.jpg"" "
49,Colors Kannada HD,GEC,Kannada,19,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsKannadaHD.jpg"" "
50,Colors Marathi,GEC,Marathi,10,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsMarathi.jpg"" "
51,Colors Marathi HD,GEC,Marathi,17,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsMarathiHD.jpg"" "
52,Colors Oriya,GEC,Odia,6,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsOriya.jpg"" "
53,Colors Super,GEC,Kannada,3,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsSuper.jpg"" "
54,Colors Tamil,GEC,Tamil,3,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsTamil.jpg"" "
55,Colors Tamil HD,GEC,Tamil,7,TV 18 Broadcast Ltd.,"""Channellogo/logo/ColorsTamilHD.jpg"" "
56,Comedy Central,GEC,English,7,TV 18 Broadcast Ltd.,"""Channellogo/logo/ComedyCentral.jpg"" "
57,Comedy Central HD,GEC,English,9,TV 18 Broadcast Ltd.,"""Channellogo/logo/ComedyCentralHD.jpg"" "
58,Discovery Channel,Infotainment,English/Hindi,4,Discovery Communications India,"""Channellogo/logo/DiscoveryChannel.jpg"" "
59,Discovery Channel Tamil,Infotainment,Tamil,4,Discovery Communications India,"""Channellogo/logo/DiscoveryChannelTamil.jpg"" "
60,Discovery HD World,Infotainment,English,6,Discovery Communications India,"""Channellogo/logo/DiscoveryHDWorld.jpg"" "
61,Discovery Jeet,GEC,Hindi,1,Discovery Communications India,"""Channellogo/logo/DiscoveryJeet.jpg"" "
62,Discovery Jeet HD,GEC,Hindi,2,Discovery Communications India,"""Channellogo/logo/DiscoveryJeetHD.jpg"" "
63,Discovery Kids Channel,Kids,English,3,Discovery Communications India,"""Channellogo/logo/DiscoveryKidsChannel.jpg"" "
64,Discovery Science,Infotainment,English/Hindi,1,Discovery Communications India,"""Channellogo/logo/DiscoveryScience.jpg"" "
65,Discovery Turbo,Infotainment,English/Hindi,1,Discovery Communications India,"""Channellogo/logo/DiscoveryTurbo.jpg"" "
66,Disney International HD,GEC,English,12,Disney Broadcasting (India) Limited,"""Channellogo/logo/DisneyInternationalHD.jpg"" "
67,Disney Junior,Kids,English,4,Disney Broadcasting (India) Limited,"""Channellogo/logo/DisneyJunior.jpg"" "
68,Dsport,Sports,English,4,Discovery Communications India,"""Channellogo/logo/Dsport.jpg"" "
69,EPIC TV,Infotainment,English/Hindi,2,EPIC Television Networks Pvt Limited,"""Channellogo/logo/EPICTV.jpg"" "
70,ET NOW,News,English/Hindi,3,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/ETNOW.jpg"" "
71,ETV,GEC,Telugu,17,Eenadu Television Pvt Limited,"""Channellogo/logo/ETV.jpg"" "
72,ETV - Telangana,News,Telugu,1,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVTelangana.jpg"" "
73,ETV Abhiruchi,GEC,Telugu,2,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVAbhiruchi.jpg"" "
74,ETV Abhiruchi HD,GEC,Telugu,3,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVAbhiruchiHD.jpg"" "
75,ETV Andhra Pradesh,News,Telugu,1,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVAndhraPradesh.jpg"" "
76,ETV Cinema,Movies,Telugu,6,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVCinema.jpg"" "
77,ETV Cinema HD,Movies,Telugu,8,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVCinemaHD.jpg"" "
78,ETV HD,GEC,Telugu,19,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVHD.jpg"" "
79,ETV Life,GEC,Telugu,1,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVLife.jpg"" "
80,ETV Life HD,GEC,Telugu,2,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVLifeHD.jpg"" "
81,ETV Plus,GEC,Telugu,7,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVPlus.jpg"" "
82,ETV Plus HD,GEC,Telugu,9,Eenadu Television Pvt Limited,"""Channellogo/logo/ETVPlusHD.jpg"" "
83,Ezmall.com,Miscellaneous,Hindi,0.1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/Ezmallcom.jpg"" "
84,Food Food TV,Infotainment,Hindi,1,Turmeric Vision Private Limited,"""Channellogo/logo/FoodFoodTV.jpg"" "
85,Fox Life,Lifestyle,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/FoxLife.jpg"" "
86,Fox Life HD,Lifestyle,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/FoxLifeHD.jpg"" "
87,FYI TV18,Infotainment,English,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/FY1TV18.jpg"" "
88,FYI TV18 HD,Infotainment,English,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/FY1TV18HD.jpg"" "
89,Gemini Comedy,Movies,Telugu,5,SUN TV Network Limited,"""Channellogo/logo/GeminiComedy.jpg"" "
90,Gemini Life,GEC,Telugu,5,SUN TV Network Limited,"""Channellogo/logo/GeminiLife.jpg"" "
91,Gemini Movies,Movies,Telugu,17,SUN TV Network Limited,"""Channellogo/logo/GeminiMovies.jpg"" "
92,Gemini Movies HD,Movies,Telugu,19,SUN TV Network Limited,"""Channellogo/logo/GeminiMoviesHD.jpg"" "
93,Gemini Music,Music,Telugu,4,SUN TV Network Limited,"""Channellogo/logo/GeminiMusic.jpg"" "
94,Gemini Music HD,Music,Telugu,19,SUN TV Network Limited,"""Channellogo/logo/GeminiMusicHD.jpg"" "
95,Gemini News,News,Telugu,0.1,SUN TV Network Limited,"""Channellogo/logo/GeminiNews.jpg"" "
96,Gemini TV,GEC,Telugu,19,SUN TV Network Limited,"""Channellogo/logo/GeminiTV.jpg"" "
97,Gemini TV HD,GEC,Telugu,19,SUN TV Network Limited,"""Channellogo/logo/GeminiTVHD.jpg"" "
98,Good Times,Lifestyle,English,1.5,New Delhi Television Limited (NDTV),"""Channellogo/logo/GoodTimes.jpg"" "
99,HBO,Movies,English,10,Turner International Pvt Ltd.,"""Channellogo/logo/HBO.jpg"" "
100,HBO HD,Movies,English,15,Turner International Pvt Ltd.,"""Channellogo/logo/HBOHD.jpg"" "
101,Histroy TV 18 HD,Infotainment,Hindi,7,TV 18 Broadcast Ltd.,"""Channellogo/logo/HistroyTV18HD.jpg"" "
102,Hungama TV,Kids,English/Hindi,6,Disney Broadcasting (India) Limited,"""Channellogo/logo/HungamaTV.jpg"" "
103,India Today,News,English,1,TV Today Network Ltd.,"""Channellogo/logo/IndiaToday.jpg"" "
104,J Movies,Movies,Tamil,3.75,Mavis Satcom Limted,"""Channellogo/logo/JMovies.jpg"" "
105,Jalsha Movies,Movies,Bangla,6,STAR India Private Limited,"""Channellogo/logo/JalshaMovies.jpg"" "
106,Jalsha Movies HD,Movies,Bangla,19,STAR India Private Limited,"""Channellogo/logo/JalshaMoviesHD.jpg"" "
107,JAN TV PLUS,News,Hindi,50,CSL Info Media Private Limited,"""Channellogo/logo/JANTVPLUS.jpg"" "
108,Jaya Max,Music,Tamil,3.75,Mavis Satcom Limted,"""Channellogo/logo/JayaMax.jpg"" "
109,Jaya Plus,News,Tamil,1,Mavis Satcom Limted,"""Channellogo/logo/JayaPlus.jpg"" "
110,Jaya TV HD,GEC,Tamil,19,Mavis Satcom Limted,"""Channellogo/logo/JayaTVHD.jpg"" "
111,Kochu TV,Kids,Malayalam,5,SUN TV Network Limited,"""Channellogo/logo/KochuTV.jpg"" "
112,KTV,Movies,Tamil,19,SUN TV Network Limited,"""Channellogo/logo/KTV.jpg"" "
113,KTV HD,Movies,Tamil,19,SUN TV Network Limited,"""Channellogo/logo/KTVHD.jpg"" "
114,Kushi TV,Kids,Telugu,4,SUN TV Network Limited,"""Channellogo/logo/KushiTV.jpg"" "
115,Living Foodz,Infotainment,English/Hindi,1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/LivingFoodz.jpg"" "
116,Living Foodz HD,Infotainment,Hindi,10,Zee Entertainment Enterprises Limited,"""Channellogo/logo/LivingFoodzHD.jpg"" "
117,Living Travelz,Infotainment,Hindi,0.1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/LivingTravelz.jpg"" "
118,Living Zen,Infotainment,Hindi,0.1,Zee Entertainment Enterprises Limited,"""Channellogo/logo/LivingZen.jpg"" "
119,MAA Gold,Movies,Telugu,2,STAR India Private Limited,"""Channellogo/logo/MAAGold.jpg"" "
120,MAA HD,GEC,Telugu,19,STAR India Private Limited,"""Channellogo/logo/MAAHD.jpg"" "
121,MAA Movies,Movies,Telugu,10,STAR India Private Limited,"""Channellogo/logo/MAAMovies.jpg"" "
122,MAA Movies HD,Movies,Telugu,19,STAR India Private Limited,"""Channellogo/logo/MAAMoviesHD.jpg"" "
123,MAA Music,Music,Telugu,1,STAR India Private Limited,"""Channellogo/logo/MAAMusic.jpg"" "
124,MAA TV,GEC,Telugu,19,STAR India Private Limited,"""Channellogo/logo/MAATV.jpg"" "
125,Marvel HQ,Kids,English/Hindi,4,Disney Broadcasting (India) Limited,"""Channellogo/logo/MarvelHQ.jpg"" "
126,MAX 2,Movies,Hindi,1,Sony Pictures Networks India Private Limited,"""Channellogo/logo/MAX2.jpg"" "
127,MAX HD,Movies,Hindi,17,Sony Pictures Networks India Private Limited,"""Channellogo/logo/MAXHD.jpg"" "
128,Mega 24,GEC,Tamil,1,Sliverstar Communications Ltd.,"""Channellogo/logo/Mega24.jpg"" "
129,Mega Musiq,Music,Tamil,2,Sliverstar Communications Ltd.,"""Channellogo/logo/MegaMusiq.jpg"" "
130,Mega TV,GEC,Tamil,3,Sliverstar Communications Ltd.,"""Channellogo/logo/MegaTV.jpg"" "
131,Mirror Now,News,English/Hindi,2,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MirrorNow.jpg"" "
132,MIX,Music,Hindi,1,Sony Pictures Networks India Private Limited,"""Channellogo/logo/MIX.jpg"" "
133,MN +,Movies,English,10,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MN.jpg"" "
134,MNX,Movies,English,6,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MNX.jpg"" "
135,MNX HD,Movies,English,9,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MNXHD.jpg"" "
136,Movies Now,Movies,English,10,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MoviesNow.jpg"" "
137,Movies Now HD,Movies,English,12,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/MoviesNowHD.jpg"" "
138,Movies OK,Movies,Hindi,1,STAR India Private Limited,"""Channellogo/logo/MoviesOK.jpg"" "
139,MTV,Music,Hindi,3,TV 18 Broadcast Ltd.,"""Channellogo/logo/MTV.jpg"" "
140,MTV Beats,Music,Hindi,0.5,TV 18 Broadcast Ltd.,"""Channellogo/logo/MTVBeats.jpg"" "
141,MTV Beats HD,Music,Hindi,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/MTVBeatsHD.jpg"" "
142,MTV HD+,Music,Hindi,5,TV 18 Broadcast Ltd.,"""Channellogo/logo/MTVHD.jpg"" "
143,Nat Geo Music HD,Music,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/NatGeoMusicHD.jpg"" "
144,Nat Geo People HD,Infotainment,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/NatGeoPeopleHD.jpg"" "
145,Nat Geo Wild,Infotainment,English/Hindi,1,STAR India Private Limited,"""Channellogo/logo/NatGeoWild.jpg"" "
146,Nat Geo Wild HD,Infotainment,English/Hindi,5,STAR India Private Limited,"""Channellogo/logo/NatGeoWildHD.jpg"" "
147,National Geographic Channel,Infotainment,English/Hindi,2,STAR India Private Limited,"""Channellogo/logo/NationalGeographicChannelNGC.jpg"" "
148,National Geographic HD,Infotainment,English/Hindi,10,STAR India Private Limited,"""Channellogo/logo/NationalGeographicHD.jpg"" "
149,NDTV 24*7,News,English,3,New Delhi Television Limited (NDTV),"""Channellogo/logo/NDTV247.jpg"" "
150,NDTV India,News,Hindi,1,New Delhi Television Limited (NDTV),"""Channellogo/logo/NDTVIndia.jpg"" "
151,NDTV Profit,News,English,1,New Delhi Television Limited (NDTV),"""Channellogo/logo/NDTVProfit.jpg"" "
152,News 18 Assam / North East,News,Assamese,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18AssamNorthEast.jpg"" "
153,News 18 Bangla,News,Bangla,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Bangla.jpg"" "
154,News 18 Bihar Jharkhand,News,Hindi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18BiharJharkhand.jpg"" "
155,News 18 Gujarati,News,Gujarati,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Gujarati.jpg"" "
156,News 18 India,News,Hindi,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18India.jpg"" "
157,News 18 Kannada,News,Kannada,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Kannada.jpg"" "
158,News 18 Kerala,News,Malayalam,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Kerala.jpg"" "
159,News 18 Lokmat,News,Hindi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Lokmat.jpg"" "
160,News 18 Madhya Pradesh / Chattisgarh,News,Hindi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18MadhyaPradeshChattisgarh.jpg"" "
161,News 18 Odia,News,Odia,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Odia.jpg"" "
162,News 18 Punjab / Haryana / Himanchal Pradesh,News,Punjabi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18PunjabHaryanaHimanchalPradesh.jpg"" "
163,News 18 Rajasthan,News,Hindi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Rajasthan.jpg"" "
164,News 18 Tamil Nadu,News,Tamil,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18TamilNadu.jpg"" "
165,News 18 Urdu,News,Urdu,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18Urdu.jpg"" "
166,News 18 Uttar Pradesh/ Uttaranchal,News,Hindi,0.25,TV 18 Broadcast Ltd.,"""Channellogo/logo/News18UttarPradeshUttarakhand.jpg"" "
167,NHK World Premium HD,Infotainment,Japanese,1800,NOIDA Software Technology Park Limited,"""Channellogo/logo/NHKWorldPremiumHDDistribution.jpg"" "
168,NICK,Kids,Hindi,6,TV 18 Broadcast Ltd.,"""Channellogo/logo/NICK.jpg"" "
169,NICK JR,Kids,English,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/NICKJR.jpg"" "
170,NICKS HD+,Kids,Hindi,10,TV 18 Broadcast Ltd.,"""Channellogo/logo/NICKSHD.jpg"" "
171,PAL,GEC,Hindi,1,Sony Pictures Networks India Private Limited,"""Channellogo/logo/PAL.jpg"" "
172,PIX,Movies,English,10,Sony Pictures Networks India Private Limited,"""Channellogo/logo/PIX.jpg"" "
173,PIX HD,Movies,English,15,Sony Pictures Networks India Private Limited,"""Channellogo/logo/PIXHD.jpg"" "
174,POGO,Kids,Hindi,4.25,Turner International Pvt Ltd.,"""Channellogo/logo/POGO.jpg"" "
175,Prarthana,Devotional,Odia,2,Odisha Television Limited,"""Channellogo/logo/Prarthana.jpg"" "
176,Raj Digital Plus,Movies,Tamil,1.5,Raj Television Network Limited,"""Channellogo/logo/RajDigitalPlus.jpg"" "
177,Raj Musix,Music,Tamil,1,Raj Television Network Limited,"""Channellogo/logo/RajMusix.jpg"" "
178,Raj Musix Kannada,Music,Kannada,0.25,Raj Television Network Limited,"""Channellogo/logo/RajMusixKannada.jpg"" "
179,Raj News,News,Tamil,0.25,Raj Television Network Limited,"""Channellogo/logo/RajNews.jpg"" "
180,Raj TV,GEC,Tamil,3,Raj Television Network Limited,"""Channellogo/logo/RajTV.jpg"" "
181,Rishtey,GEC,Hindi,1,TV 18 Broadcast Ltd.,"""Channellogo/logo/Rishtey.jpg"" "
182,Rishtey Cineplex,Movies,Hindi,3,TV 18 Broadcast Ltd.,"""Channellogo/logo/RishteyCineplex.jpg"" "
183,Romedy Now,Movies,English,6,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/RomedyNow.jpg"" "
184,Romedy Now HD,Movies,English,9,"Bennett, Coleman &amp; Company Limited (Times Network)","""Channellogo/logo/RomedyNowHD.jpg"" "
185,SAB,GEC,Hindi,19,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SAB.jpg"" "
186,SAB HD,GEC,Hindi,19,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SABHD.jpg"" "
187,Sarthak TV,GEC,Odia,19,Zee Entertainment Enterprises Limited,"""Channellogo/logo/SarthakTV.jpg"" "
188,SET HD,GEC,Hindi,19,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SETHD.jpg"" "
189,SET MAX,Movies,Hindi,15,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SETMAX.jpg"" "
190,SIX,Sports,English/Hindi,15,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SIX.jpg"" "
191,SIX HD,Sports,English/Hindi,19,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SIXHD.jpg"" "
192,SONIC,Kids,Hindi,2,TV 18 Broadcast Ltd.,"""Channellogo/logo/SONIC.jpg"" "
193,SONY BBC EARTH,Infotainment,English/Hindi,4,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYBBCEARTH.jpg"" "
194,SONY BBC EARTH HD,Infotainment,English/Hindi,10,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYBBCEARTHHD.jpg"" "
195,SONY ENTERTAINMENT CHANNEL,GEC,Hindi,19,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYENTERTAINMENTCHANNELSET.jpg"" "
196,SONY ESPN,Sports,English/Hindi,5,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYESPN.jpg"" "
197,SONY ESPN HD,Sports,English/Hindi,7,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYESPNHD.jpg"" "
198,SONY Marathi,GEC,Marathi,4,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYMarathi.jpg"" "
199,SONY Wah,Movies,Hindi,1,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SONYWah.jpg"" "
200,Sony YAY!,Kids,English,2,Sony Pictures Networks India Private Limited,"""Channellogo/logo/SonyYAY.jpg"" "
201,Star Bharat,GEC,Hindi,10,STAR India Private Limited,"""Channellogo/logo/StarBharat.jpg"" "
202,Star Bharat HD,GEC,Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarBharatHD.jpg"" "
203,Star Gold,Movies,Hindi,8,STAR India Private Limited,"""Channellogo/logo/StarGold.jpg"" "
204,Star Gold HD,Movies,Hindi,10,STAR India Private Limited,"""Channellogo/logo/StarGoldHD.jpg"" "
205,Star Gold Select,Movies,Hindi,7,STAR India Private Limited,"""Channellogo/logo/StarGoldSelect.jpg"" "
206,Star Gold Select HD,Movies,Hindi,10,STAR India Private Limited,"""Channellogo/logo/StarGoldSelectHD.jpg"" "
207,Star Jalsha,GEC,Bangla,19,STAR India Private Limited,"""Channellogo/logo/StarJalsha.jpg"" "
208,Star Jalsha HD,GEC,Bangla,19,STAR India Private Limited,"""Channellogo/logo/StarJalshaHD.jpg"" "
209,Star Movies,Movies,English,12,STAR India Private Limited,"""Channellogo/logo/StarMovies.jpg"" "
210,Star Movies HD,Movies,English,19,STAR India Private Limited,"""Channellogo/logo/StarMoviesHD.jpg"" "
211,Star Movies Select HD,Movies,English,10,STAR India Private Limited,"""Channellogo/logo/StarMoviesSelectHD.jpg"" "
212,Star Plus,GEC,Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarPlus.jpg"" "
213,Star Plus HD,GEC,Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarPlusHD.jpg"" "
214,Star Pravah,GEC,Marathi,9,STAR India Private Limited,"""Channellogo/logo/StarPravah.jpg"" "
215,Star Pravah HD,GEC,Marathi,15,STAR India Private Limited,"""Channellogo/logo/StarPravahHD.jpg"" "
216,Star Sports 1,Sports,English/Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarSports1.jpg"" "
217,Star Sports 1 HD Hindi,Sports,Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarSports1HDHindi.jpg"" "
218,Star Sports 1 Hindi,Sports,Hindi,19,STAR India Private Limited,"""Channellogo/logo/StarSports1Hindi.jpg"" "
219,STAR SPORTS 1 KANNADA,Sports,Kannada,19,STAR India Private Limited,"""Channellogo/logo/StarSport1Kannada.jpg"" "
220,Star Sports 1 Tamil,Sports,Tamil,17,STAR India Private Limited,"""Channellogo/logo/StarSports1Tamil.jpg"" "
221,Star Sports 1 Telugu,Sports,Telugu,19,STAR India Private Limited,"""Channellogo/logo/StarSport1Telugu.jpg"" "
222,Star Sports 2,Sports,English/Hindi,6,STAR India Private Limited,"""Channellogo/logo/StarSports2.jpg"" "
223,Star Sports 3,Sports,English/Hindi,4,STAR India Private Limited,"""Channellogo/logo/StarSports3.jpg"" "
